,seg_id,oci,street,street_from,street_to,seg_length_ft,seg_width_ft,func_class,pvm_class,area_sq_ft,oci_desc,oci_wt,start_lat,start_long,end_lat,end_long
17861,SS-017566,66.68,MARKET ST,33RD ST,33RD ST,268.0468,32.0,Major,AC Improved,8577.4976,Fair,571947.539968,32.7117367,-117.1222443,32.7117367,-117.1222443
17862,SS-017567,84.82,MARKET ST,05TH AV,06TH AV,280.0069,80.0,Major,AC Improved,22400.552000000003,Good,1900014.82064,32.717873,-117.1598874,32.7114359,-117.1587839
17863,SS-017568,86.5,MARKET ST,04TH AV,05TH AV,282.0019,80.0,Major,AC Improved,22560.152000000002,Good,1951453.148,32.7115309,-117.1610576,32.717873,-117.1598874
17864,SS-017569,85.24799999999999,MARKET ST,06TH AV,07TH AV,277.0073,80.0,Major,AC Improved,22160.584,Good,1889145.464832,32.7114359,-117.1587839,32.7117377,-117.1580766
17865,SS-017570,92.008,MARKET ST,07TH AV,08TH AV,282.0001,80.0,Major,AC Improved,22560.007999999998,Good,2075701.216064,32.7117377,-117.1580766,32.7112839,-117.1597445
17866,SS-017571,85.57600000000001,MARKET ST,08TH AV,09TH AV,281.0019,80.0,Major,AC Improved,22480.152000000002,Good,1923761.487552,32.7112839,-117.1597445,32.7164832,-117.1564072
17867,SS-017572,84.986,MARKET ST,09TH AV,10TH AV,280.9998,80.0,Major,AC Improved,22479.984,Good,1910483.9202240002,32.7164832,-117.1564072,32.7115606,-117.1555917
17868,SS-017573,76.598,MARKET ST,PARK BL,13TH ST,280.5216,68.0,Major,AC Improved,19075.4688,Good,1461142.7591424,32.7115409,-117.1538821,32.7115414,-117.1528173
17869,SS-017574,79.328,MARKET ST,13TH ST,14TH ST,280.0072,68.0,Major,AC Improved,19040.4896,Good,1510443.9589888,32.7115414,-117.1528173,32.7115634,-117.1519466
17870,SS-017575,80.972,MARKET ST,11TH AV,PARK BL,279.5005,68.0,Major,AC Improved,19006.034,Good,1538956.5850479999,32.7115392,-117.1546581,32.7115409,-117.1538821
17871,SS-017576,86.684,MARKET ST,10TH AV,11TH AV,281.0161,80.0,Major,AC Improved,22481.287999999997,Good,1948767.9689919997,32.7115606,-117.1555917,32.7115392,-117.1546581
17872,SS-017577,78.888,MARKET ST,14TH ST,15TH ST,480.1042,68.0,Major,AC Improved,32647.0856,Good,2575463.2888128,32.7115634,-117.1519466,32.7115283,-117.1503606
17873,SS-017578,81.274,MARKET ST,15TH ST,16TH ST,278.0001,68.0,Major,AC Improved,18904.0068,Good,1536404.2486632,32.7115283,-117.1503606,32.7115468,-117.149448
17874,SS-017579,83.944,MARKET ST,16TH ST,17TH ST,279.0069,68.0,Major,AC Improved,18972.4692,Good,1592624.9545248002,32.7115468,-117.149448,32.7115384,-117.1485531
17875,SS-017580,48.908,MARKET ST,24TH ST,25TH ST,680.0885,68.0,Major,AC Improved,46246.018,Fair,2261800.248344,32.7115747,-117.1424613,32.7115961,-117.1402536
17876,SS-017581,87.098,MARKET ST,26TH ST,27TH ST,656.0069,68.0,Major,AC Improved,44608.4692,Good,3885308.4503816003,32.71160250000001,-117.1381546,32.7116212,-117.136017
17877,SS-017582,90.182,MARKET ST,27TH ST,28TH ST,666.0007,68.0,Major,AC Improved,45288.0476,Good,4084166.7086632005,32.7116212,-117.136017,32.711545,-117.1335599
17878,SS-017583,54.56399999999999,MARKET ST,28TH ST,29TH ST,556.9999,68.0,Major,AC Improved,37875.9932,Fair,2066665.6929648,32.711545,-117.1335599,32.7116547,-117.1320495
17879,SS-017584,40.75,MARKET ST,29TH ST,DODSON ST,278.0019,68.0,Major,AC Improved,18904.1292,Fair,770343.2649,32.7116547,-117.1320495,32.7116548,-117.1311286
17880,SS-017585,27.904,MARKET ST,19TH ST,20TH ST,281.0019,68.0,Major,AC Improved,19108.1292,Poor,533193.2371968,32.7115416,-117.1467184,32.7115429,-117.1458198
17881,SS-017586,28.432,MARKET ST,20TH ST,21ST ST,277.9998,68.0,Major,AC Improved,18903.9864,Poor,537478.1413248,32.7115429,-117.1458198,32.7115584,-117.1449048
17882,SS-017587,31.15,MARKET ST,21ST ST,22ND ST,280.0287,68.0,Major,AC Improved,19041.9516,Poor,593156.7923399999,32.7115584,-117.1449048,32.7115567,-117.1440048
17883,SS-017588,52.403999999999996,MARKET ST,DODSON ST,30TH ST,282.0444,68.0,Major,AC Improved,19179.0192,Fair,1005057.3221568001,32.7116548,-117.1311286,32.7116548,-117.1302053
17884,SS-017589,88.8,MARKET ST,22ND ST,24TH ST,471.3064,68.0,Major,AC Improved,32048.8352,Good,2845936.5657599997,32.7115567,-117.1440048,32.7115747,-117.1424613
17885,SS-017590,81.476,MARKET ST,30TH ST,31ST ST,860.0005,68.0,Major,AC Improved,58480.03400000001,Good,4764719.250184,32.7116548,-117.1302053,32.71166760000001,-117.1274104
17886,SS-017591,78.422,MARKET ST,32ND ST,33RD ST,661.3167,74.0,Major,AC Improved,48937.4358,Good,3837771.5903076003,32.7117283,-117.1252653,32.7117367,-117.1222443
17887,SS-017592,83.82799999999999,MARKET ST,31ST ST,32ND ST,662.0346,68.0,Major,AC Improved,45018.3528,Good,3773798.4785184,32.71166760000001,-117.1274104,32.7117283,-117.1252653
17888,SS-017594,86.324,MARKET ST,36TH ST,GATEWAY CENTER DR,726.1765,64.0,Major,AC Improved,46475.295999999995,Good,4011933.4519040002,32.71160190000001,-117.1165512,32.7115905,-117.1143085
17889,SS-017595,87.844,MARKET ST,GATEWAY CENTER DR,GATEWAY CENTER WY,622.2182,64.0,Major,AC Improved,39821.9648,Good,3498120.6758912,32.7115905,-117.1143085,32.7115471,-117.1121663
17890,SS-017596,66.758,MARKET ST,QUAIL ST,WHITMORE ST,162.0494,64.0,Collector,AC Improved,10371.1616,Fair,692358.0060928001,32.7115675,-117.1097395,32.7115567,-117.1092174
17891,SS-017597,65.318,MARKET ST,WHITMORE ST,40TH ST,166.0301,64.0,Collector,AC Improved,10625.9264,Fair,694064.2605952,32.7115567,-117.1092174,32.7115239,-117.1086696
17892,SS-017598,90.24799999999999,MARKET ST,GATEWAY CENTER WY,BOUNDARY ST,519.2608,64.0,Major,AC Improved,33232.6912,Good,2999183.9154176004,32.7115471,-117.1121663,32.7115685,-117.110523
17893,SS-017599,91.77799999999999,MARKET ST,41ST ST,MORRISON ST,287.0854,64.0,Collector,AC Improved,18373.4656,Good,1686279.9258368,32.7115179,-117.1065364,32.7115103,-117.1056293
17894,SS-017600,92.88799999999999,MARKET ST,MORRISON ST,42ND ST,283.0284,64.0,Collector,AC Improved,18113.8176,Good,1682556.2892288,32.7115103,-117.1056293,32.7114963,-117.1046852
17895,SS-017601,79.122,MARKET ST,42ND ST,TOYNE ST,289.0067,64.0,Collector,AC Improved,18496.4288,Good,1463474.4395136002,32.7114963,-117.1046852,32.7114858,-117.1037568
17896,SS-017602,77.64,MARKET ST,TOYNE ST,DENBY ST,284.1127,64.0,Major,AC Improved,18183.2128,Good,1411744.641792,32.7114858,-117.1037568,32.7114735,-117.1028462
17897,SS-017603,74.124,MARKET ST,DENBY ST,43RD ST,174.0029,64.0,Major,AC Improved,11136.1856,Good,825458.6214144,32.7114735,-117.1028462,32.7114004,-117.1022451
17898,SS-017604,77.442,MARKET ST,45TH ST,COTTON ST,901.4406,73.0,Major,AC Improved,65805.1638,Good,5096083.4949996,32.7114037,-117.0979188,32.7114229,-117.0949682
17899,SS-017605,73.738,MARKET ST,COTTON ST,47TH ST,422.0294,73.0,Major,AC Improved,30808.1462,Good,2271731.0844956003,32.7114229,-117.0949682,32.711418,-117.0936816
17900,SS-017606,50.298,MARKET ST,EUCLID AV,51ST ST,145.0307,74.0,Major,AC Improved,10732.2718,Fair,539811.8069964001,32.7104614,-117.0851017,32.7104557,-117.0844788
17901,SS-017608,70.27,MARKET ST,47TH ST,UVAS ST,809.6928,64.0,Major,AC Improved,51820.3392,Good,3641415.2355839997,32.711418,-117.0936816,32.7101133,-117.0914782
17902,SS-017609,58.726000000000006,MARKET ST,51ST ST,PITTA ST,3628.5813,30.0,Collector,AC Improved,108857.439,Fair,6392761.962714,32.7104557,-117.0844788,32.7100593,-117.0727611
17903,SS-017611,54.611999999999995,MARKET ST,PITTA ST,MERLIN DR,525.1612,30.0,Collector,AC Improved,15754.836000000001,Fair,860403.1036319999,32.7100593,-117.0727611,32.7100343,-117.0710719
17904,SS-017612,79.464,MARKET ST,MERLIN DR,59TH ST,334.0539,30.0,Collector,AC Improved,10021.617,Good,796357.773288,32.7100343,-117.0710719,32.710021,-117.0699808
17905,SS-017613,82.31200000000001,MARKET ST,59TH ST,IONA DR,262.0303,30.0,Collector,AC Improved,7860.909000000001,Good,647047.141608,32.710021,-117.0699808,32.7100136,-117.0691517
17906,SS-017614,50.25,MARKET ST,25TH ST,26TH ST,646.023,68.0,Major,AC Improved,43929.564000000006,Fair,2207460.591,32.7115961,-117.1402536,32.71160250000001,-117.1381546
17907,SS-017615,71.96,MARKET ST,17TH ST,19TH ST,564.0162,68.0,Major,AC Improved,38353.1016,Good,2759889.191136,32.7115384,-117.1485531,32.7115416,-117.1467184
17908,SS-017616,70.618,MARKET ST,33RD ST,36TH ST,1752.2615,39.0,Major,AC Improved,68338.1985,Good,4825906.901673,32.7117367,-117.1222443,32.71160190000001,-117.1165512
17909,SS-017617,49.674,MARKET ST,BOUNDARY ST,QUAIL ST,234.0402,64.0,Collector,AC Improved,14978.5728,Fair,744045.6252671999,32.7115685,-117.110523,32.7115675,-117.1097395
17910,SS-017618,85.48,MARKET ST,40TH ST,RAVEN ST,324.0883,64.0,Collector,AC Improved,20741.6512,Good,1772996.3445759998,32.7115239,-117.1086696,32.711528,-117.1076238
17911,SS-017619,79.41199999999999,MARKET ST,RAVEN ST,41ST ST,330.00300000000004,64.0,Collector,AC Improved,21120.192000000003,Good,1677196.687104,32.711528,-117.1076238,32.7115179,-117.1065364
17912,SS-017620,72.408,MARKET ST,43RD ST,45TH ST,1339.8341,34.0,Major,AC Improved,45554.3594,Good,3298500.0554352,32.7114004,-117.1022451,32.7114037,-117.0979188
17913,SS-017621,66.248,MARKET ST,UVAS ST,EUCLID AV,2055.2752,74.0,Major,AC Improved,152090.3648,Fair,10075682.487270402,32.7101133,-117.0914782,32.7104614,-117.0851017
17914,SS-017622,19.94,MARKHAM ST,ATLAS ST,LINDA VISTA (FTG) RD,280.626,36.0,Residential,AC Improved,10102.536,Poor,201444.56784,32.8025061,-117.1582652,32.8023823,-117.157274
17915,SS-017624,69.73,MARLBOROUGH AV,MEADE AV,MONROE AV,640.0782,40.0,Collector,AC Improved,25603.127999999997,Fair,1785306.11544,32.757109,-117.1061168,32.7588632,-117.1060951
17916,SS-017625,24.09,MARLBOROUGH AV,EL CAJON BL,MEADE AV,707.1017,40.0,Collector,AC Improved,28284.068,Poor,681363.19812,32.7550923,-117.1061375,32.757109,-117.1061168
17917,SS-017626,68.778,MARLBOROUGH AV,ORANGE AV,EL CAJON BL,706.0856,40.0,Collector,AC Improved,28243.424,Fair,1942526.2158720002,32.7532307,-117.1056449,32.7550923,-117.1061375
17918,SS-017627,88.31200000000001,MARLBOROUGH AV,UNIVERSITY AV,POLK AV,663.1086,52.0,Collector,AC Improved,34481.6472,Good,3045143.2275264,32.7496593,-117.1056954,32.7514716,-117.1056855
17919,SS-017628,72.694,MARLBOROUGH AV,WIGHTMAN ST,UNIVERSITY AV,679.1060000000001,52.0,Collector,AC Improved,35313.512,Good,2567080.441328,32.7477854,-117.1057279,32.7496593,-117.1056954
17920,SS-017629,74.85,MARLBOROUGH AV,DWIGHT ST,LANDIS ST,680.1058,52.0,Local,AC Improved,35365.5016,Good,2647107.79476,32.744049,-117.1057684,32.7459243,-117.1057496
17921,SS-017630,73.934,MARLBOROUGH AV,MYRTLE AV,DWIGHT ST,682.1238,52.0,Local,AC Improved,35470.4376,Good,2622471.3335184,32.7421883,-117.1057873,32.744049,-117.1057684
17922,SS-017631,67.624,MARLBOROUGH AV,THORN ST,MYRTLE AV,679.1060000000001,52.0,Local,AC Improved,35313.512,Fair,2388040.935488,32.7403217,-117.1058065,32.7421883,-117.1057873
17924,SS-017634,88.428,MARLBOROUGH AV,POLK AV,ORANGE AV,632.1142,52.0,Collector,AC Improved,32869.9384,Good,2906622.9128352003,32.7514716,-117.1056855,32.7532307,-117.1056449
17925,SS-017635,74.878,MARLBOROUGH AV,LANDIS ST,WIGHTMAN ST,680.1246,52.0,Residential,AC Improved,35366.4792,Good,2648171.2295375997,32.7459243,-117.1057496,32.7477854,-117.1057279
17926,SS-017637,44.83,JAMIES WY,POPLAR ST,MANZANITA DR,256.0372,36.0,Residential,AC Improved,9217.3392,Fair,413213.316336,32.7357973,-117.1041157,32.736309,-117.1047082
17927,SS-017638,89.008,MARLBOROUGH DR,RIDGEWAY,PALISADES RD,500.05800000000005,32.0,Collector,AC Improved,16001.856000000002,Good,1424293.198848,32.7738882,-117.1066218,32.7751445,-117.1072997
17928,SS-017639,88.11,MARLBOROUGH DR,BEDFORD DR,RIDGEWAY,549.2737,32.0,Collector,AC Improved,17576.7584,Good,1548688.182624,32.7667405,-117.1062849,32.7738882,-117.1066218
17929,SS-017640,73.0,MARLBOROUGH DR,BEDFORD DR,BEDFORD DR,164.31,32.0,Collector,AC Improved,5257.92,Good,383828.16,32.7667405,-117.1062849,32.7667405,-117.1062849
17930,SS-017641,72.558,MARLBOROUGH DR,MIDDLESEX DR,BEDFORD DR,295.0424,32.0,Collector,AC Improved,9441.3568,Good,685045.9666944001,32.7711141,-117.1064244,32.7667405,-117.1062849
17931,SS-017642,75.646,MARLBOROUGH DR,HILLDALE RD,MIDDLESEX DR,356.0688,32.0,Collector,AC Improved,11394.2016,Good,861925.7742336,32.7701493,-117.1064349,32.7711141,-117.1064244
17932,SS-017643,75.19,MARLBOROUGH DR,ROCHESTER RD,HILLDALE RD,298.0001,32.0,Collector,AC Improved,9536.0032,Good,717012.080608,32.7693313,-117.1064464,32.7701493,-117.1064349
17933,SS-017644,80.74,MARLBOROUGH DR,NORFOLK TR,ROCHESTER RD,311.8576,32.0,Collector,AC Improved,9979.4432,Good,805740.243968,32.768473,-117.106383,32.7693313,-117.1064464
17934,SS-017645,81.47399999999999,MARLBOROUGH DR,LYMER DR,NORFOLK TR,291.6794,32.0,Collector,AC Improved,9333.7408,Good,760457.1979392,32.7676879,-117.106266,32.768473,-117.106383
17935,SS-017646,73.08800000000001,MARLBOROUGH DR,EAST CANTERBURY DR,LYMER DR,348.0517,32.0,Collector,AC Improved,11137.6544,Good,814028.8847872,32.7667405,-117.1062849,32.7676879,-117.106266
17936,SS-017647,92.63,MARLBOROUGH DR,ALDER DR,EAST CANTERBURY DR,647.1113,32.0,Collector,AC Improved,20707.5616,Good,1918141.4310080002,32.7649452,-117.1063061,32.7667405,-117.1062849
17937,SS-017648,92.2,MARLBOROUGH DR,PARK PL,ADAMS AV,163.0276,32.0,Collector,AC Improved,5216.8832,Good,480996.63103999995,32.7627952,-117.1063379,32.7632555,-117.1063272
17938,SS-017649,81.6,MARLBOROUGH DR,ADAMS AV,ALDER DR,617.1184,32.0,Collector,AC Improved,19747.7888,Good,1611419.56608,32.7632555,-117.1063272,32.7649452,-117.1063061
17939,SS-017650,80.48,MARLBOROUGH DR,MADISON AV,PARK PL,709.1381,32.0,Collector,AC Improved,22692.4192,Good,1826285.897216,32.76085279999999,-117.1063571,32.7627952,-117.1063379
17940,SS-017651,86.838,MARLBOROUGH DR,MONROE AV,MADISON AV,723.1360000000001,32.0,Collector,AC Improved,23140.352000000003,Good,2009461.886976,32.7588648,-117.1063875,32.76085279999999,-117.1063571
17943,SS-017654,81.82600000000001,MARLESTA DR,AUBURNDALE ST,HILTON PL,1134.9502,40.0,Residential,AC Improved,45398.008,Good,3714737.402608,32.8072429,-117.171537,32.8094344,-117.1690114
17944,SS-017655,29.77,MARLESTA DR,CHASEWOOD DR,AUBURNDALE ST,302.0661,40.0,Prime,AC Improved,12082.643999999998,Poor,359700.31188,32.80661010000001,-117.1723362,32.8072429,-117.171537
17945,SS-017657,64.722,MARLESTA DR,BATISTA ST,ASHFORD ST,1482.2316,40.0,Prime,AC Improved,59289.264,Fair,3837319.7446080004,32.8148185,-117.1646047,32.8176842,-117.1619168
17948,SS-017660,57.92,MARLESTA DR,GENESEE AV,CHASEWOOD DR,1113.3805,40.0,Prime,AC Improved,44535.22,Fair,2579479.9424,32.8049404,-117.1752608,32.80661010000001,-117.1723362
17949,SS-017661,90.0,MARLOWE DR,RACINE RD,VISTA GRANDE DR,136.0144,40.0,Residential,AC Improved,5440.576,Good,489651.84,32.7458254,-117.0539614,32.7458254,-117.0539614
17950,SS-017662,41.67,MARLOWE DR,VISTA GRANDE DR,LOMA ALTA DR,252.0974,40.0,Residential,AC Improved,10083.896,Fair,420195.94632,32.7458254,-117.0539614,32.7478016,-117.0530765
17951,SS-017663,43.43,MARLOWE DR,LOMA ALTA DR,ARAGON DR,274.0895,40.0,Residential,AC Improved,10963.58,Fair,476148.2794,32.7478016,-117.0530765,32.747793,-117.0521862
17952,SS-017664,42.0,MARLOWE DR,ARAGON DR,CASITA WY,267.0431,40.0,Residential,AC Improved,10681.723999999998,Fair,448632.408,32.747793,-117.0521862,32.7477368,-117.0513227
17953,SS-017665,45.372,MARLOWE DR,CASITA WY,DONNA AV,261.048,40.0,Residential,AC Improved,10441.92,Fair,473770.79423999996,32.7477368,-117.0513227,32.7477177,-117.0504344
17954,SS-017666,51.69,MARLOWE DR,DONNA AV,69TH ST,254.0313,40.0,Residential,AC Improved,10161.252,Fair,525235.11588,32.7477177,-117.0504344,32.747718,-117.0496301
17955,SS-017667,75.706,MARLTON DR,HAWTHORN ST,33RD ST,574.1641,25.0,Residential,AC Improved,14354.1025,Good,1086691.683865,32.7275378,-117.1250871,32.7265298,-117.1236562
17956,SS-017668,90.84,MARMIL AV,CHADWICK AV,CAMERON CT,146.4548,40.0,Collector,AC Improved,5858.191999999999,Good,532158.16128,32.6679,-117.058907,32.6675005,-117.0587463
17957,SS-017669,88.04,MARMIL AV,CAMERON CT,MARMIL WY,475.1369,40.0,Collector,AC Improved,19005.476000000002,Good,1673242.10704,32.6675005,-117.0587463,32.6662035,-117.0587364
17958,SS-017670,70.58800000000001,MARMIL AV,MARMIL WY,MT MIGUEL DR,691.3362,36.0,Residential,AC Improved,24888.1032,Good,1756801.4286816001,32.6662035,-117.0587364,32.665253,-117.060112
17960,SS-017672,85.67,MARMIL WY,MARMIL AV,REO DR,255.8732,40.0,Collector,AC Improved,10234.928,Good,876826.28176,32.6662035,-117.0587364,32.6659422,-117.0579504
17961,SS-017673,47.174,MARNE AV,RAYDEL CT,DEL CERRO BL,292.3698,40.0,Residential,AC Improved,11694.792,Fair,551690.117808,32.7826269,-117.0612935,32.783424,-117.0610035
17962,SS-017674,39.32,MARNE AV,GLENMONT ST,RAYDEL CT,783.5854,36.0,Residential,AC Improved,28209.0744,Poor,1109180.805408,32.7807597,-117.0625131,32.7826269,-117.0612935
17965,SS-017677,70.814,MARQUETTE ST,LELAND ST,MARQUETTE PL,969.8592,36.0,Residential,AC Improved,34914.9312,Good,2472465.9379968,32.7495238,-117.2199245,32.7512457,-117.2199026
17966,SS-017678,81.128,MARRACO DR,LERIDA DR,MARRACO WY,554.3977,30.0,Residential,AC Improved,16631.931,Good,1349315.298168,32.7560377,-117.0590915,32.7576144,-117.0593335
17967,SS-017679,52.44,MARRACO DR,MARRACO WY,BRADFORD ST,638.7333,30.0,Residential,AC Improved,19161.999,Fair,1004855.22756,32.7576144,-117.0593335,32.7586846,-117.0582489
